time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21/Oct/2021:17:51:50,174080,174080,174080,174080,92160,174080,174080,174080,174080,174080,92160,327680,92160,92160,3004325,3004325,92160,3004325,92160,92160,92160,92160,174080,174080,92160,174080,174080,92160,174080,92160,92160,92160,174080,92160,174080,92160,92160,92160,92160,92160,92160,3004325,92160,92160,174080,92160,92160,92160,92160,92160
21/Oct/2021:17:51:55,92160,92160,174080,3004325,174080,3004325,3004057,92160,286720,92160,92160,92160,92160,174080,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160,174080,174080,174080,92160,174080,92160,3004057,92160,92160,174080,92160,3004325,174080,245760,92160,174080,92160,174080,92160,174080,174080,174080,92160,174080,92160,92160
21/Oct/2021:17:52:00,174080,92160,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,174080,92160,92160,92160,174080,204800,92160,174080,92160,174080,92160,3004325,92160,92160,92160,3004325,174080,174080,174080,245760,3004325,174080,92160,174080,92160,286720,245760,174080,174080,174080,92160,92160,92160,92160,92160,92160,3004325,92160
21/Oct/2021:17:52:05,92160,174080,3004057,92160,3004325,92160,174080,3004325,92160,174080,174080,92160,174080,92160,92160,174080,92160,3004325,174080,3004325,92160,174080,286720,92160,92160,92160,92160,92160,3004325,92160,174080,92160,92160,174080,174080,174080,92160,3004325,174080,3004325,92160,92160,92160,92160,3004325,92160,92160,92160,92160,92160
21/Oct/2021:17:52:10,92160,92160,92160,92160,92160,92160,174080,92160,3004325,3004325,174080,174080,92160,92160,174080,174080,174080,92160,174080,92160,92160,174080,92160,92160,92160,92160,174080,92160,174080,92160,92160,3004325,92160,92160,174080,92160,174080,174080,3004325,92160,92160,3004325,92160,174080,92160,92160,92160,245760,92160,92160
21/Oct/2021:17:52:15,92160,92160,92160,92160,174080,92160,92160,92160,92160,92160,3004325,92160,3004325,92160,92160,174080,92160,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,3004325,92160,3004325,174080,174080,204800,92160,174080,92160,174080,92160,174080,92160,286720,92160,174080,92160,92160,92160,92160
21/Oct/2021:17:52:20,92160,92160,92160,92160,174080,92160,92160,174080,92160,92160,92160,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,3004325,92160,3004057,163840,174080,92160,92160,163840,92160,92160,3004057,3004325,92160,92160,92160,92160,92160,174080,174080,92160,92160,92160,174080,174080,3004325,92160
21/Oct/2021:17:52:25,174080,92160,174080,92160,174080,92160,92160,92160,92160,174080,327680,92160,3004325,92160,92160,245760,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,92160,92160,3004325,92160,92160,174080,92160,163840,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,174080,3004325,92160,92160
21/Oct/2021:17:52:30,174080,3004325,3004325,92160,174080,92160,174080,92160,92160,92160,92160,174080,174080,92160,92160,174080,174080,92160,174080,92160,92160,174080,92160,92160,174080,92160,92160,92160,3004325,92160,92160,92160,174080,174080,174080,163840,92160,92160,3004325,92160,92160,92160,174080,174080,174080,92160,92160,174080,92160,174080
21/Oct/2021:17:52:35,92160,174080,3004325,174080,92160,3004325,174080,92160,174080,92160,92160,174080,174080,3004325,174080,174080,92160,92160,92160,174080,174080,174080,92160,174080,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,3004325,3004325,3004325,3004325,92160,92160,174080,92160,174080,92160,92160
21/Oct/2021:17:52:40,92160,92160,174080,92160,92160,174080,92160,92160,327680,174080,92160,174080,92160,92160,92160,92160,92160,3004325,92160,92160,92160,92160,92160,92160,92160,174080,368640,3004325,92160,174080,92160,3004325,174080,92160,92160,3004325,92160,92160,3004325,92160,174080,92160,92160,174080,92160,174080,174080,174080,174080,92160
21/Oct/2021:17:52:45,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,3004325,3004325,92160,92160,92160,92160,92160,174080,92160,3004325,92160,92160,92160,174080,174080,163840,174080,92160,286720,174080,92160,92160,92160,174080,92160,3004325,92160,174080,174080,92160,92160,92160,174080,92160,174080,92160,174080,174080,3004057
21/Oct/2021:17:52:50,174080,174080,92160,327680,174080,3004325,92160,92160,174080,92160,92160,92160,92160,92160,92160,3004325,92160,92160,174080,92160,174080,3004325,174080,92160,174080,174080,92160,3004057,92160,92160,286720,92160,92160,3004325,174080,92160,92160,174080,92160,286720,174080,92160,92160,92160,92160,92160,92160,92160,174080,92160
21/Oct/2021:17:52:55,174080,174080,92160,174080,92160,92160,174080,174080,92160,92160,92160,92160,174080,3004057,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,3004325,92160,92160,92160,92160,174080,174080,92160,92160,92160,174080,92160,3004325,92160,3004325,92160,92160,92160,92160,92160,174080,174080,174080,92160,92160,92160
21/Oct/2021:17:53:00,92160,92160,92160,3004325,92160,92160,368640,92160,174080,3004325,3004325,92160,92160,174080,92160,174080,92160,92160,327680,92160,92160,3004325,92160,3004057,174080,163840,3004325,174080,92160,92160,174080,92160,92160,163840,92160,92160,92160,92160,174080,92160,327680,204800,174080,174080,174080,174080,174080,92160,92160,92160
21/Oct/2021:17:53:05,92160,92160,174080,174080,174080,92160,92160,92160,174080,92160,92160,92160,163840,92160,3004325,174080,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,174080,92160,3004325,3004325,92160,368640,92160,3004325,92160,3004325,92160,92160,3004325,92160,92160,174080,92160,3004325,174080,92160,92160
21/Oct/2021:17:53:10,92160,174080,92160,3004325,92160,92160,92160,92160,92160,3004325,92160,174080,92160,92160,3004325,174080,92160,92160,174080,92160,174080,92160,92160,92160,92160,3004325,92160,92160,174080,174080,3004325,92160,92160,3004325,174080,92160,174080,3004325,174080,174080,174080,174080,92160,174080,92160,92160,92160,92160,3004325,174080
21/Oct/2021:17:53:15,174080,92160,92160,3004325,174080,92160,174080,92160,92160,3004325,3004325,174080,92160,327680,92160,92160,174080,174080,92160,174080,3004325,92160,92160,92160,92160,3004325,92160,3004325,174080,3004325,92160,3004325,174080,92160,174080,174080,92160,92160,174080,92160,92160,92160,92160,92160,92160,163840,92160,92160,163840,92160
21/Oct/2021:17:53:20,3004325,92160,3004057,174080,92160,174080,174080,92160,174080,3004325,92160,92160,92160,174080,92160,174080,204800,3004325,92160,92160,92160,92160,92160,3004325,3004057,327680,3004325,92160,92160,92160,92160,92160,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160,92160,92160,92160,174080,174080,92160,92160,174080
21/Oct/2021:17:53:25,286720,92160,286720,92160,92160,3004325,174080,92160,174080,92160,174080,174080,92160,92160,174080,92160,92160,174080,92160,92160,174080,3004325,92160,92160,92160,3004325,174080,92160,174080,92160,174080,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,3004325,92160,92160,92160,92160,92160,92160,92160,174080
21/Oct/2021:17:53:30,92160,92160,92160,163840,174080,174080,174080,92160,3004057,92160,92160,92160,92160,174080,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,3004325,92160,92160,174080,92160,92160,92160,174080,92160,174080,92160,174080,3004325,92160,3004325,3004325,92160,174080,92160,92160,92160,92160,174080,174080,3004325,163840
21/Oct/2021:17:53:35,174080,92160,92160,92160,92160,174080,174080,174080,92160,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,92160,92160,174080,174080,174080,92160,3004325,174080,92160,92160,3004325,174080,92160,92160,3004325,286720,92160,174080,174080,92160,92160,174080,174080,163840,92160,174080,92160,3004325,92160,92160,92160
21/Oct/2021:17:53:40,92160,92160,3004325,3004325,92160,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,92160,92160,92160,3004325,92160,92160,92160,3004325,92160,92160,174080,174080,3004325,174080,92160,92160,92160,92160,3004325,3004325,174080,174080,174080,3004325,92160,174080,3004325,92160,92160,174080,92160,92160,92160,174080,92160
21/Oct/2021:17:53:45,92160,174080,174080,92160,92160,174080,92160,174080,92160,92160,174080,92160,92160,92160,92160,92160,174080,174080,3004057,92160,174080,174080,92160,92160,245760,92160,92160,92160,92160,92160,92160,92160,174080,92160,174080,163840,92160,92160,92160,92160,174080,174080,3004325,92160,92160,92160,174080,174080,92160,92160
21/Oct/2021:17:53:50,174080,174080,174080,245760,92160,92160,245760,92160,245760,174080,3004057,92160,174080,92160,92160,92160,92160,92160,92160,92160,204800,3004325,163840,3004325,92160,3004325,174080,174080,92160,92160,92160,174080,3004325,92160,92160,92160,92160,174080,174080,92160,92160,92160,92160,92160,174080,92160,92160,92160,174080,92160
21/Oct/2021:17:53:55,92160,92160,92160,92160,3004325,92160,3004057,92160,92160,174080,3004325,3004325,174080,92160,204800,92160,174080,92160,92160,174080,174080,92160,92160,92160,3004325,3004325,174080,174080,174080,3004325,3004325,174080,92160,92160,92160,92160,92160,3004325,245760,92160,174080,92160,92160,174080,174080,92160,92160,3004325,92160,3004325
21/Oct/2021:17:54:00,174080,92160,92160,174080,92160,92160,245760,92160,92160,92160,92160,92160,174080,92160,92160,174080,3004325,174080,174080,92160,174080,92160,174080,3004325,174080,92160,92160,92160,174080,92160,174080,92160,92160,174080,3004325,92160,92160,92160,92160,92160,3004325,286720,92160,163840,163840,3004325,92160,3004325,174080,92160
21/Oct/2021:17:54:05,92160,92160,92160,92160,92160,3004325,2989879,92160,92160,92160,3004325,92160,92160,92160,92160,174080,174080,3004325,174080,3004325,92160,92160,92160,3004325,92160,92160,92160,174080,92160,92160,174080,174080,204800,92160,174080,92160,286720,3004325,92160,92160,92160,92160,92160,3004325,174080,174080,92160,174080,3004325,174080
21/Oct/2021:17:54:10,3004325,92160,174080,174080,92160,92160,92160,3004325,92160,92160,174080,174080,174080,174080,92160,3004325,92160,92160,92160,92160,174080,92160,92160,174080,92160,92160,92160,92160,3004325,92160,3004325,174080,92160,174080,92160,92160,92160,92160,92160,92160,174080,174080,92160,92160,174080,174080,92160,92160,92160,92160
21/Oct/2021:17:54:15,174080,174080,92160,174080,92160,174080,92160,92160,92160,92160,174080,92160,92160,174080,174080,327680,174080,174080,92160,3004325,92160,163840,92160,92160,174080,92160,174080,92160,92160,327680,174080,92160,174080,92160,92160,92160,3004325,92160,92160,92160,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160
21/Oct/2021:17:54:20,92160,174080,92160,92160,174080,174080,92160,174080,92160,92160,174080,92160,327680,92160,92160,92160,3004325,92160,92160,286720,92160,92160,92160,92160,3004325,174080,92160,174080,92160,92160,92160,174080,3004057,174080,92160,92160,174080,3004325,92160,92160,174080,3004057,174080,92160,3004325,92160,92160,92160,92160,92160
21/Oct/2021:17:54:25,92160,174080,174080,3004325,92160,92160,163840,92160,174080,92160,92160,174080,92160,92160,3004325,92160,174080,92160,92160,92160,92160,92160,163840,92160,92160,92160,174080,174080,92160,92160,92160,174080,3004325,3004325,92160,3004325,92160,92160,92160,92160,92160,92160,92160,174080,92160,92160,92160,174080,92160,174080
21/Oct/2021:17:54:30,174080,174080,174080,174080,92160,92160,92160,174080,92160,92160,92160,3004325,92160,174080,92160,3004325,174080,174080,92160,174080,174080,92160,92160,174080,92160,92160,92160,3004325,92160,3004325,174080,174080,92160,3004325,174080,174080,92160,92160,92160,3004325,92160,92160,92160,92160,92160,92160,92160,3004325,92160,92160
21/Oct/2021:17:54:35,92160,204800,92160,3004057,245760,174080,92160,92160,174080,3004325,92160,3004057,204800,92160,92160,3004325,3004325,92160,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,174080,327680,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160
21/Oct/2021:17:54:40,3004325,92160,174080,174080,3004325,92160,92160,92160,92160,174080,92160,92160,163840,174080,92160,174080,92160,3004325,92160,174080,92160,92160,92160,3004325,92160,174080,174080,174080,92160,92160,174080,92160,92160,92160,174080,92160,92160,174080,174080,174080,174080,174080,174080,92160,92160,92160,92160,92160,92160,92160
21/Oct/2021:17:54:45,92160,92160,92160,3004325,92160,92160,92160,92160,204800,174080,92160,92160,174080,92160,174080,174080,3004325,92160,92160,174080,163840,92160,163840,174080,92160,174080,92160,92160,174080,92160,327680,92160,92160,92160,92160,174080,163840,92160,3004325,92160,174080,3004325,92160,3004325,3004325,3004325,174080,174080,92160,92160
21/Oct/2021:17:54:50,3004325,92160,92160,92160,174080,92160,92160,174080,92160,92160,3004325,92160,92160,92160,92160,92160,92160,92160,3004325,92160,174080,92160,92160,92160,92160,174080,92160,92160,3004325,92160,92160,92160,92160,174080,92160,92160,174080,92160,3004325,92160,92160,3004057,92160,327680,92160,163840,3004325,92160,92160,3004325
21/Oct/2021:17:54:55,92160,327680,174080,174080,327680,92160,3004325,3004325,174080,92160,92160,92160,174080,92160,92160,3004057,92160,92160,92160,92160,92160,174080,92160,92160,92160,174080,92160,92160,174080,92160,174080,174080,174080,204800,92160,92160,327680,92160,92160,92160,174080,3004325,3004325,174080,92160,92160,174080,3004325,92160,92160
21/Oct/2021:17:55:00,174080,174080,92160,3004325,174080,3004325,92160,174080,3004325,92160,3004325,92160,92160,174080,174080,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,3004325,92160,92160,92160,92160,174080,92160,3004325,92160,92160,174080,174080,92160,163840,92160,174080,92160,174080,92160,92160,174080,174080,92160,92160,92160
21/Oct/2021:17:55:05,92160,92160,92160,92160,92160,3004325,174080,3004057,92160,92160,174080,174080,174080,92160,92160,92160,92160,92160,92160,92160,92160,3004325,92160,92160,92160,174080,3004325,174080,92160,174080,92160,3004057,92160,163840,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080
21/Oct/2021:17:55:10,92160,92160,174080,92160,92160,174080,92160,3004325,92160,92160,174080,174080,92160,92160,92160,92160,92160,174080,92160,92160,174080,92160,92160,92160,92160,3004325,92160,92160,3004325,174080,92160,92160,92160,92160,327680,92160,92160,327680,174080,92160,174080,174080,3004325,3004325,92160,174080,92160,92160,92160,92160
21/Oct/2021:17:55:15,92160,92160,174080,92160,245760,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,174080,92160,92160,92160,92160,92160,92160,92160,327680,92160,3004325,92160,92160,92160,3004325,174080,174080,174080,174080,174080,92160,174080,92160,92160,174080,174080,3004325,92160,3004325,92160,174080,92160,92160
21/Oct/2021:17:55:20,3004325,174080,92160,92160,92160,3004325,174080,92160,174080,92160,174080,3004325,174080,92160,3004325,3004325,92160,92160,92160,92160,174080,92160,174080,174080,92160,174080,174080,92160,3004325,92160,92160,92160,174080,174080,3004325,92160,92160,92160,3004325,92160,92160,92160,245760,163840,92160,92160,327680,3004325,92160,92160
21/Oct/2021:17:55:25,92160,92160,92160,204800,3004325,92160,92160,174080,92160,3004057,92160,92160,174080,92160,174080,174080,92160,92160,174080,92160,92160,92160,3004325,92160,92160,92160,3004325,92160,92160,92160,174080,92160,92160,3004325,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160,92160,3004325,327680,3004325,92160,174080
21/Oct/2021:17:55:30,92160,3004325,92160,92160,92160,92160,92160,174080,174080,3004325,92160,174080,92160,92160,92160,92160,92160,327680,174080,92160,92160,92160,174080,174080,92160,92160,92160,174080,3004325,92160,327680,92160,3004325,174080,92160,174080,174080,92160,92160,174080,92160,92160,174080,92160,174080,92160,92160,92160,3004325,174080
21/Oct/2021:17:55:35,92160,174080,174080,92160,92160,92160,174080,174080,174080,174080,3004325,92160,174080,92160,92160,174080,92160,92160,174080,3004325,174080,368640,92160,92160,174080,174080,92160,174080,3004325,174080,3004057,92160,174080,174080,92160,92160,92160,92160,245760,3004325,174080,92160,92160,92160,92160,3004325,3004325,174080,92160,92160
21/Oct/2021:17:55:40,92160,92160,174080,174080,92160,3004325,174080,174080,174080,327680,174080,3004325,92160,174080,92160,174080,92160,3004325,92160,92160,92160,174080,174080,92160,92160,92160,92160,92160,3004325,92160,3004325,92160,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,3004325,174080,92160,174080,174080
21/Oct/2021:17:55:45,174080,92160,174080,92160,174080,92160,92160,174080,3004325,92160,92160,92160,3004325,92160,92160,92160,92160,92160,92160,174080,92160,174080,92160,174080,3004325,92160,92160,92160,174080,3004325,92160,92160,174080,174080,3004325,92160,174080,174080,92160,92160,163840,174080,174080,174080,92160,3004325,92160,174080,92160,92160
21/Oct/2021:17:55:50,3004057,92160,174080,92160,92160,92160,3004325,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,3004325,174080,92160,92160,327680,174080,92160,92160,92160,174080,92160,174080,92160,174080,92160,92160,3004325,92160,174080,174080,92160,3004325,174080,92160,92160,92160,174080,92160,327680,174080,92160,92160
21/Oct/2021:17:55:55,174080,92160,3004325,3004325,3004057,92160,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,3004325,174080,3004325,174080,174080,174080,92160,92160,92160,174080,92160,3004325,92160,174080,92160,92160,174080,3004325,92160,174080,92160,245760,92160
21/Oct/2021:17:56:00,92160,92160,174080,3004325,92160,3004325,92160,92160,3004057,92160,92160,3004325,92160,174080,174080,174080,92160,174080,92160,92160,174080,174080,92160,174080,174080,92160,92160,92160,92160,327680,92160,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,3004325,92160,174080,92160,92160,92160,3004325,174080
21/Oct/2021:17:56:05,92160,92160,174080,92160,174080,92160,92160,174080,92160,92160,174080,174080,92160,174080,92160,174080,92160,92160,92160,174080,92160,92160,3004325,92160,92160,92160,92160,174080,92160,92160,92160,92160,174080,174080,3004325,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,174080,92160,245760,92160,174080
21/Oct/2021:17:56:10,92160,3004325,92160,92160,92160,174080,92160,92160,174080,3004057,327680,92160,92160,92160,92160,92160,92160,92160,174080,174080,174080,174080,92160,92160,3004325,3004325,92160,92160,3004325,174080,174080,174080,92160,174080,92160,3004325,92160,92160,174080,92160,174080,92160,327680,92160,92160,92160,174080,92160,174080,92160
21/Oct/2021:17:56:15,92160,92160,92160,3004325,92160,174080,92160,92160,174080,92160,3004325,92160,92160,92160,92160,92160,92160,92160,92160,174080,3004057,174080,92160,92160,92160,204800,174080,3004325,174080,92160,92160,174080,3004325,174080,174080,92160,174080,174080,3004325,92160,3004325,174080,174080,163840,92160,92160,92160,92160,92160,174080
21/Oct/2021:17:56:20,92160,3004325,3004325,92160,204800,92160,92160,174080,3004057,3004057,163840,92160,92160,174080,174080,163840,174080,92160,3004325,92160,92160,92160,327680,92160,92160,92160,92160,3004325,174080,174080,3004325,174080,92160,3004325,92160,92160,174080,174080,92160,3004325,92160,3004325,92160,174080,92160,92160,92160,92160,92160,92160
21/Oct/2021:17:56:25,92160,92160,174080,174080,174080,92160,92160,92160,92160,3004325,174080,92160,174080,3004325,92160,92160,92160,92160,92160,92160,92160,92160,92160,92160,163840,92160,92160,92160,92160,174080,327680,92160,92160,92160,174080,92160,174080,3004325,3004325,174080,3004325,174080,3004325,92160,174080,92160,92160,92160,3004325,92160
21/Oct/2021:17:56:30,92160,92160,92160,92160,174080,92160,92160,92160,174080,92160,174080,174080,92160,174080,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,3004325,92160,92160,92160,92160,174080,92160,3004325,3004325,3004325,92160,92160,174080,92160,92160,92160,92160,3004325,174080,92160,174080,174080,174080,92160,92160,92160
21/Oct/2021:17:56:35,92160,92160,245760,92160,174080,3004325,92160,92160,3004057,174080,92160,92160,92160,92160,174080,3004325,92160,3004325,368640,3004325,92160,3004325,174080,3004057,3004325,3004325,92160,92160,92160,92160,92160,92160,174080,174080,174080,92160,3004325,174080,92160,92160,174080,92160,174080,92160,174080,92160,92160,174080,92160,174080
21/Oct/2021:17:56:40,92160,92160,174080,174080,92160,92160,92160,174080,92160,92160,92160,174080,174080,174080,92160,92160,92160,3004325,92160,3004057,92160,3004325,92160,174080,92160,174080,92160,92160,3363794,174080,92160,174080,3004325,174080,174080,92160,3004325,92160,92160,92160,92160,92160,174080,3004325,174080,174080,92160,92160,92160,245760
21/Oct/2021:17:56:45,327680,92160,92160,3004325,92160,92160,174080,92160,92160,3004325,204800,3004325,174080,174080,3004325,174080,174080,92160,92160,92160,174080,174080,92160,92160,92160,174080,174080,92160,92160,92160,92160,92160,92160,3004325,174080,174080,92160,3004325,92160,92160,92160,92160,174080,92160,92160,92160,92160,174080,92160,92160
21/Oct/2021:17:56:50,92160,3004325,92160,92160,92160,92160,245760,174080,163840,174080,174080,163840,92160,92160,92160,92160,92160,92160,92160,92160,3004325,92160,3004325,92160,245760,92160,92160,92160,174080,174080,92160,174080,92160,92160,92160,92160,92160,92160,92160,3004325,174080,92160,92160,92160,174080,92160,174080,92160,245760,92160
21/Oct/2021:17:56:55,174080,3004057,174080,92160,92160,174080,92160,92160,92160,3004325,3004325,92160,92160,327680,174080,92160,92160,92160,3004325,92160,92160,92160,92160,92160,174080,174080,174080,92160,92160,92160,3004325,92160,92160,245760,327680,92160,92160,174080,92160,174080,92160,92160,174080,92160,92160,92160,245760,174080,92160,174080
21/Oct/2021:17:57:00,92160,3004325,174080,174080,92160,92160,174080,174080,92160,92160,174080,174080,3004325,92160,174080,92160,92160,92160,92160,92160,3004325,92160,3004325,204800,92160,174080,92160,3004325,92160,92160,174080,92160,92160,174080,174080,92160,92160,174080,92160,92160,174080,3004325,174080,92160,174080,174080,174080,92160,174080,92160
21/Oct/2021:17:57:05,92160,92160,92160,174080,174080,92160,174080,92160,92160,92160,174080,92160,92160,174080,92160,92160,174080,174080,174080,204800,3004325,327680,174080,92160,174080,3004325,92160,92160,174080,92160,174080,174080,327680,92160,174080,92160,327680,92160,92160,92160,92160,92160,92160,3004325,92160,174080,174080,327680,174080,174080
21/Oct/2021:17:57:10,3004057,92160,174080,174080,3004325,327680,174080,92160,174080,3004325,92160,92160,3004325,92160,174080,92160,92160,3004325,3004325,3004325,92160,174080,92160,92160,92160,174080,245760,3004325,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,92160,174080,92160,92160,174080,327680,92160,92160,92160,92160,92160,174080
21/Oct/2021:17:57:15,3004325,92160,174080,92160,3004325,92160,92160,174080,92160,92160,174080,92160,92160,92160,92160,327680,92160,92160,174080,3004325,92160,92160,174080,92160,92160,3004325,92160,174080,3004325,92160,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,174080,174080,174080,92160,3004325,163840,92160,92160,92160,92160
21/Oct/2021:17:57:20,92160,3004325,92160,92160,174080,174080,92160,3004325,3004325,92160,92160,92160,92160,92160,245760,3004057,174080,245760,92160,92160,174080,92160,327680,92160,92160,92160,92160,92160,92160,327680,174080,92160,92160,3004325,3004325,92160,92160,92160,3004325,174080,92160,174080,92160,92160,92160,174080,92160,3004325,92160,92160
21/Oct/2021:17:57:25,92160,174080,92160,92160,92160,174080,174080,174080,3004325,92160,92160,174080,92160,92160,174080,245760,92160,3004325,92160,92160,174080,174080,92160,92160,92160,92160,92160,92160,92160,92160,174080,92160,174080,92160,92160,92160,3004325,92160,3004325,204800,92160,92160,174080,92160,174080,92160,92160,92160,92160,3004325
21/Oct/2021:17:57:30,92160,174080,92160,174080,92160,92160,92160,174080,92160,92160,92160,92160,92160,92160,174080,92160,92160,174080,3004057,92160,3004325,92160,92160,174080,92160,92160,174080,92160,174080,92160,92160,174080,92160,92160,92160,174080,174080,92160,174080,92160,92160,92160,174080,92160,174080,174080,92160,92160,174080,174080
21/Oct/2021:17:57:35,92160,92160,3004325,174080,3004325,92160,92160,3004325,3004325,174080,92160,3004325,174080,3004057,3004325,3004057,174080,174080,92160,92160,174080,174080,174080,174080,174080,92160,92160,327680,92160,92160,174080,92160,92160,92160,92160,3004325,174080,92160,92160,174080,3004325,174080,92160,174080,92160,92160,92160,92160,174080,92160
21/Oct/2021:17:57:40,174080,174080,92160,174080,92160,3004325,92160,92160,92160,92160,92160,92160,3004325,92160,92160,92160,174080,327680,92160,92160,3004325,92160,92160,92160,92160,174080,92160,92160,92160,174080,92160,92160,3004325,92160,92160,92160,92160,92160,174080,92160,92160,174080,174080,92160,3004325,3004057,92160,92160,174080,174080
21/Oct/2021:17:57:45,92160,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,174080,92160,92160,92160,92160,92160,3004325,174080,92160,3004325,163840,92160,92160,174080,92160,3004325,174080,92160,92160,92160,92160,92160,92160,174080,92160,92160,3004325,174080,92160,174080,92160,92160,92160,174080,92160,92160,3004325,174080,92160
21/Oct/2021:17:57:50,92160,92160,174080,92160,3004325,92160,174080,174080,92160,92160,92160,92160,92160,92160,3004325,92160,92160,3004325,3004057,3004325,174080,92160,92160,92160,3004325,174080,3004057,174080,92160,92160,3004325,92160,327680,92160,92160,92160,92160,174080,3004325,3004057,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160
21/Oct/2021:17:57:55,92160,92160,92160,92160,92160,92160,174080,174080,3004325,92160,3004325,92160,174080,174080,92160,92160,92160,3004325,92160,92160,92160,92160,92160,204800,92160,174080,92160,92160,174080,92160,3004325,92160,174080,92160,92160,174080,92160,174080,174080,92160,174080,92160,92160,92160,92160,92160,92160,92160,174080,92160
21/Oct/2021:17:58:00,174080,174080,92160,3004325,163840,174080,3004325,3004325,92160,92160,92160,92160,174080,327680,92160,174080,92160,92160,92160,92160,92160,92160,174080,92160,92160,174080,174080,3004057,92160,92160,3004325,3004325,92160,174080,92160,327680,92160,3004325,92160,92160,92160,3004325,92160,92160,92160,3004325,92160,245760,92160,3004325
21/Oct/2021:17:58:05,92160,92160,92160,92160,174080,92160,92160,92160,3004325,92160,174080,92160,3004325,92160,174080,92160,174080,92160,92160,92160,92160,327680,92160,3004325,92160,3004325,92160,92160,92160,174080,3004325,174080,174080,3004325,174080,92160,174080,92160,92160,174080,92160,174080,92160,92160,174080,92160,174080,92160,3004325,3004325
21/Oct/2021:17:58:10,174080,92160,174080,3004325,92160,92160,174080,92160,92160,174080,92160,92160,92160,3004325,174080,92160,174080,3004325,174080,3004325,92160,174080,174080,3004325,92160,92160,174080,92160,92160,174080,92160,92160,92160,92160,92160,174080,92160,327680,92160,3004325,92160,3363794,92160,174080,92160,92160,92160,92160,92160,3004325
21/Oct/2021:17:58:15,3004325,92160,92160,92160,92160,174080,92160,92160,174080,92160,3004325,92160,204800,92160,174080,245760,92160,245760,174080,174080,3004325,3004325,92160,92160,92160,92160,92160,174080,92160,92160,92160,3004325,92160,245760,174080,174080,92160,92160,174080,174080,174080,92160,204800,92160,174080,92160,92160,92160,92160,92160
21/Oct/2021:17:58:20,92160,92160,92160,174080,174080,174080,92160,327680,92160,92160,92160,92160,92160,92160,174080,245760,92160,92160,327680,92160,92160,92160,92160,92160,327680,163840,92160,92160,92160,92160,92160,174080,3004325,92160,92160,92160,92160,92160,92160,92160,174080,174080,92160,92160,92160,3004325,92160,92160,174080,92160
21/Oct/2021:17:58:25,92160,3004057,3004325,92160,92160,3004325,327680,92160,92160,92160,92160,3004325,92160,174080,327680,174080,92160,174080,92160,174080,92160,174080,92160,92160,204800,174080,92160,174080,92160,3004325,92160,3004325,92160,92160,174080,92160,3004325,92160,92160,174080,92160,174080,204800,174080,92160,92160,92160,174080,92160,92160
21/Oct/2021:17:58:30,92160,92160,92160,92160,3004325,174080,3004325,92160,92160,92160,92160,174080,174080,92160,174080,92160,92160,92160,92160,92160,92160,92160,92160,92160,174080,92160,174080,174080,174080,92160,92160,174080,92160,174080,92160,92160,3004325,92160,92160,163840,92160,92160,92160,92160,92160,174080,92160,92160,174080,92160
