time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21/Oct/2021:14:45:40,248317,263570,1415883,2785672,14394792,2785672,1190192,131136,200283,1062934,1190192,2773384,2667879,652408,952496,292920,1062934,1190192,200283,3324576,14562728,248317,113322,1062934,1426908,1415883,890396,252260,350044,3324576,405286,263570,4780776,14562728,14394792,2254978,3324576,2785672,3324576,2381102,660600,14562728,952496,1401072,2667879,1190192,14394792,2682023,952496,200283
21/Oct/2021:14:45:45,2682023,1062936,1062936,3324576,1415883,1426908,292920,1457456,76234,317364,200283,2785672,14562728,1062936,1415883,1192640,308796,2612585,2682023,292920,2682023,200283,890396,2381102,317364,2682023,1457456,292920,1457456,2682023,292920,200283,2667879,271032,308796,207000,1426908,200283,2381102,1415883,3324576,660600,3324576,263570,952496,1401072,660600,1062934,2682023,952496
21/Oct/2021:14:45:50,309197,890396,14562728,14562728,1062934,405286,2773384,1190192,2667879,2725736,952496,200283,2682023,3324576,952496,2682023,14562728,1415883,1062936,292920,14562728,2785672,1062934,660600,1854774,498008,4780776,1190192,1190192,2682023,1457456,131136,271032,2255636,1192640,2612585,952496,2785672,2682023,2667879,890396,2785672,2725736,1192640,271032,1426908,1062934,76234,308796,2682023
21/Oct/2021:14:45:55,3324576,660600,660600,652408,2682023,251960,2773384,2667879,2682023,292920,200283,1062934,1190192,2612585,660600,1415883,2785672,1415883,652408,1062936,200283,1415883,1062934,3148440,248317,1062934,1415883,76234,2381102,1190192,292920,1457456,131136,1426908,281102,952496,876752,660600,248317,1192640,292920,3324576,2574478,4780776,2612585,2682023,1415883,706760,1415883,108252
21/Oct/2021:14:46:00,2254978,309197,1190192,2785672,200283,248317,200283,405286,710484,3324576,2773384,2682023,350044,2785672,660600,1062936,2381102,2255636,405286,1062934,1062936,952496,952496,1415883,2785672,2254978,2682023,2682023,14562728,200283,952496,200283,405286,2773384,308796,2785672,2667879,2785672,1192640,271032,1415883,108252,876752,2667879,1062934,405286,200283,373028,1062934,309197
21/Oct/2021:14:46:05,3324576,876752,2580888,292920,1415883,3324576,952496,2682023,76234,14394792,1192640,1415883,2667879,256583,405286,16776268,14562728,3324576,14562728,2682023,1427292,263570,292920,1062936,1062936,2785672,1775772,310672,292920,200283,952496,200283,14562728,309197,890396,2725736,1415883,200283,200283,131136,1062936,2682023,2773384,652408,14394792,310672,76234,2785672,237792,1062934
21/Oct/2021:14:46:10,1062936,200283,292920,952496,2682023,1062936,2682023,2667879,389152,1415883,2682023,200283,2682023,2255636,1190192,1062936,2682023,76234,660600,1401072,405286,14562728,1062934,1062934,263570,952496,1062934,14562728,1190192,2682023,131136,292920,952496,1062936,200283,710484,1190192,263570,1062934,1062936,405286,200283,200283,1190192,3324576,9220408,3324576,405286,1427292,292920
21/Oct/2021:14:46:15,1415883,2785672,1192640,16776268,1062936,710484,200283,1062934,14394792,292920,1062936,660600,2785672,126723,1062934,769389,2682023,1062934,248317,1192640,2682023,952496,14562728,1062934,14562728,3324576,1401072,14562728,317364,258958,660600,271032,207000,2381102,660600,3324576,1062934,2682023,3324576,14394792,248317,2785672,2682023,2785672,405286,256144,10075593,876752,1401072,890396
21/Oct/2021:14:46:20,1062936,660600,200283,14562728,1062934,2785672,1062936,952496,271032,1062934,1457456,2682023,14562728,317364,2682023,317364,2785672,952496,1192640,2381102,1452574,1062934,952496,3324576,2785672,405286,1062934,1415883,1062936,2381102,1062934,2667879,890396,497376,660600,1062936,876752,2667879,308796,2381102,200283,2785672,207000,292920,14562728,876752,200283,2785672,200283,200283
21/Oct/2021:14:46:25,3324576,2682023,131136,292920,200283,200283,1062934,200283,292920,248317,292920,1190192,1062936,124552,2667879,1062934,317364,3324576,2785672,2254978,1415883,652408,292920,660600,1062934,2773384,2255636,237792,271032,309197,131136,248317,1062936,1457456,2254978,2255636,1190192,1673368,14562728,1190192,292920,952496,1426908,1190192,952496,1415883,308796,373028,952496,200283
21/Oct/2021:14:46:30,263570,1062936,2682023,271032,952496,3324576,263570,2585383,389152,710484,2773384,292920,2667879,3324576,248317,200283,1415883,3324576,1415883,237792,1062936,1426908,14394792,309197,2667879,2682023,2785672,405286,1427292,1062934,952496,309197,2682023,1415883,131136,350044,1062934,2682023,3324576,952496,3324576,1062934,389152,292920,14394792,200283,76234,317364,2773384,2667879
21/Oct/2021:14:46:35,1190192,2682023,200283,660600,952496,2785672,1415883,1415883,1415883,2785672,2951664,2682023,1062934,1415883,559865,1062936,1426908,200283,271032,292920,14562728,3324576,1062936,2682023,2682023,1192640,1415883,1190192,559865,890396,131136,1415883,660600,1062936,1190192,14562728,1192640,2585383,2682023,292920,4780776,1192640,292920,498008,248317,248317,1190192,3324576,1426908,1415883
21/Oct/2021:14:46:40,2785672,2667879,263570,1062934,317364,3324576,3324576,2785672,405286,405286,1062936,16776268,200283,1190192,76234,2682023,2381102,292920,660600,16776268,2667879,876752,2612585,1062934,2785672,200283,2612585,2667879,309197,660600,1190192,1062936,1190192,2682023,308796,952496,1062934,1062936,292920,200283,263570,1415883,14394792,1415883,3324576,1415883,292920,2682023,1190192,2682023
21/Oct/2021:14:46:45,2682023,2785672,4780776,952496,952496,292920,350044,309197,1415883,2667879,292920,660600,1415883,292920,1190192,389152,1190192,3324576,1062936,952496,890396,200283,281102,2381102,2667879,1062934,1192640,1062936,200283,2682023,200283,3324576,292920,2667879,1062934,2667879,890396,3324576,131136,890396,1415883,1062934,609438,2682023,2634516,317364,2634516,1190192,1415883,14562728
21/Oct/2021:14:46:50,1415883,14562728,2682023,1426908,1192640,2667879,2255636,2638208,1062936,2667879,317364,1062936,952496,131136,14562728,308796,16776268,2682023,1062936,2682023,3324576,1190192,559865,2255636,1426908,2682023,1401072,1192640,1062936,2682023,1401072,1062934,2682023,405286,952496,1190192,2682023,248317,2682023,2498294,248317,292920,10766164,1062934,1062934,9269392,200283,1190192,1190192,2785672
21/Oct/2021:14:46:55,292920,952496,292920,76234,2682023,16776268,952496,1190192,2667879,1062936,2682023,2667879,207000,292920,1062934,1062936,317364,2725736,1062934,308796,952496,2682023,292920,3324576,2682023,263570,2682023,2254978,890332,2682023,1427292,1062934,2682023,952496,1190192,1426908,200283,2682023,292920,3324576,2725736,1415883,1190192,2682023,952496,952496,317364,1415883,200283,200283
21/Oct/2021:14:47:00,2667879,200283,14562728,2785672,1415883,2682023,2667879,2773384,660600,248317,292920,2255636,1427292,2682023,660600,1062936,1401072,2682023,2785672,2785672,2682023,405286,200283,2785672,405286,292920,2682023,14394792,660600,2785672,309197,10075593,309197,2254978,310672,200283,200283,200283,1062936,310672,2667879,2682023,3324576,1062934,200283,292920,2785672,292920,1415883,1426908
21/Oct/2021:14:47:05,2667879,131136,1062934,660600,1452515,1415883,2682023,1194288,237792,1415883,389152,1426908,1062936,2667879,3324576,200283,2254978,317364,795376,2667879,16776268,2255636,2254978,292920,405286,131136,237792,4780776,200283,200283,1062936,1062934,3324576,2667879,2667879,652408,1190192,200283,14394792,1190192,2725736,263570,3324576,2254978,2785672,2255636,652408,1192640,292920,2612585
21/Oct/2021:14:47:10,3324576,1062934,2682023,1062934,2785672,248317,952496,656504,1062936,292920,3324576,1062936,3324576,660600,952496,2682023,2773384,2667879,308796,2682023,660600,2254978,389152,1062936,2254978,200283,2725736,2773384,890396,263570,1190192,2381102,405286,1062934,1062934,145032,1062934,1415883,890396,263570,1062936,1415883,660600,2254978,14562728,2254978,207000,308796,1062934,2381102
21/Oct/2021:14:47:15,405286,14394792,271032,2667879,1415883,2254978,373028,76234,1062936,952496,2667879,3324576,200283,1062934,660600,1190192,3324576,237792,14562728,2682023,16776268,2682023,2682023,2667879,14562728,200283,1415883,1192640,2667879,308796,3324576,1192640,1415883,16776268,200283,1401072,14562728,2254978,16776268,1190192,200283,660600,271032,292920,131136,389152,2667879,660600,200283,308796
21/Oct/2021:14:47:20,1457456,292920,14394792,309197,1415883,660600,2381102,292920,2773384,317364,200283,1427292,1062934,1190192,2682023,76234,2682023,2682023,248317,237792,1062936,2682023,1190192,2254978,952496,2773384,2682023,1192640,1062936,3324576,14562728,14562728,2667879,1062934,3324576,3324576,1457456,2682023,2667879,200283,1401072,2773384,3324576,1062934,292920,200283,200283,248317,1192640,2951664
21/Oct/2021:14:47:25,76234,2785672,952496,1415883,2667879,131136,710484,1415883,2667879,308796,559865,405286,14562728,1062934,14562728,952496,2612585,1415883,660600,14562728,76234,3324576,248317,200283,2682023,559865,308796,292920,200283,248317,2785672,14562728,263570,317364,2682023,373028,2675072,952496,1190192,3324576,952496,1062934,952496,3625726,2667879,1062936,1771676,1062936,1775772,3324576
21/Oct/2021:14:47:30,1062936,1062934,1415883,1190192,248317,660600,2785672,1775772,1062934,237792,1190192,310672,2682023,2682023,1062936,3324576,1062934,952496,660600,2667879,952496,309197,1426908,2785672,2255636,2381102,1415883,200283,1426908,263570,14562728,660600,2667879,660600,389152,1190192,1062936,1062934,1062934,292920,310672,1062934,2785672,14562728,2667879,2254978,310672,1190192,856160,200283
21/Oct/2021:14:47:35,2682023,16776268,16776268,1415883,498008,309197,373028,952496,1192640,1401072,1190192,1186096,660600,2254978,2682023,2667879,2612585,2612585,876752,317364,2785672,890396,1426908,14562728,2667879,1062934,1415883,2785672,2667879,2773384,1190192,405286,2721640,660600,1062934,248317,2612585,350044,3324576,1062936,308796,14562728,2682023,405286,2667879,1415883,1190192,2667879,3324576,2682023
21/Oct/2021:14:47:40,1415883,1062934,1062936,2682023,248317,2667879,1190192,292920,1415883,1062936,3324576,248317,405286,76234,292920,660600,76234,309197,2785672,1062936,952496,1415883,1415883,2682023,14562728,2682023,2667879,1415883,952496,309197,890396,2682023,952496,16776268,660600,16776268,263570,660600,317364,292920,200283,14562728,84231,405286,660600,2381102,1604653,292920,1415883,1062934
21/Oct/2021:14:47:45,1190192,1062934,2785672,292920,2682023,16776268,200283,309197,2682023,2785672,1190192,14562728,1192640,1523088,1062936,1062936,271032,2667879,200283,3324576,1062934,1415883,1190192,14562728,1062936,1334746,1190192,200283,389152,1062936,1062934,200283,317364,1062936,652408,952496,1062936,3324576,2682023,2785672,1062936,200283,3324576,200283,3324576,876752,2682023,200283,14394792,292920
21/Oct/2021:14:47:50,2785672,1062936,200283,200283,876752,876752,70993,2682023,271032,2878080,292920,2682023,4780776,2255636,890396,1415883,1192640,405286,2682023,2682023,200283,292920,16776268,932016,1501324,3324576,200283,131136,1062936,660600,652408,1190192,14562728,2682023,1426908,308796,660600,2667879,1415883,2255636,2381102,1190192,292920,952496,3324576,14562728,2785672,14562728,16776268,248317
21/Oct/2021:14:47:55,2682023,1062934,2785672,271032,2381102,292920,876752,2682023,660600,14394792,2682023,3115672,2682023,256144,309197,350044,200283,1062934,952496,14562728,248317,1062934,248317,1062936,2254978,2532733,310672,405286,2785672,2682023,131136,3324576,1415883,952496,308796,952496,3324576,308796,2254978,1062936,2682023,1062936,1401072,2667879,1062934,271032,2682023,292920,1062934,1062934
21/Oct/2021:14:48:00,1062934,70667,292920,1415883,2682023,2785672,14562728,3324576,1415883,1062934,207000,14562728,3324576,1415883,652408,1426908,200283,1062934,1190192,200283,14562728,405286,14394792,389152,1457456,952496,2634516,292920,2255636,2667879,1062934,200283,3324576,1415883,281102,1062936,2682023,2667879,1401072,1062934,1192640,952496,952496,505568,1457456,200283,1190192,14394792,559865,1401072
21/Oct/2021:14:48:05,76234,2785672,389152,2785672,3324576,660600,271032,14394792,2682023,200283,271032,2612585,2667879,2682023,3324576,2682023,1062936,76234,1415883,652408,2381102,248317,1062936,1457456,4780776,271032,248317,2634516,2255636,131136,2785672,1190192,2785672,237792,2667879,14562728,1415883,952496,2785672,660600,559865,2682023,1192640,1062936,2682023,200283,200283,76234,200283,200283
21/Oct/2021:14:48:10,3324576,1190192,1426908,14562728,14562728,83807,308796,200283,2254978,1062936,952496,308796,2773384,14562728,2682023,207000,200283,271032,200283,2785672,1190192,1190192,952496,14394792,292920,131136,14562728,1426908,200283,2254978,1062936,281102,2574478,1190192,3324576,1062936,292920,14562728,281102,14562728,200283,200283,1062934,2381102,237792,292920,200283,2682023,2682023,1426908
21/Oct/2021:14:48:15,2785672,309197,2785672,1775772,2785672,2255636,1415883,1062936,952496,3324576,890396,2785672,1457456,76234,200283,200283,2498294,200283,389152,14562728,317364,2682023,1415883,2667879,952496,310672,876752,309197,263570,3324576,1415883,1415883,2785672,2381102,350044,660600,14562728,14562728,1192640,2381102,405286,952496,660600,292920,200283,1062936,308796,292920,248317,309197
21/Oct/2021:14:48:20,952496,952496,2682023,145032,292920,292920,292920,1415883,1062934,263570,2670976,292920,76234,2682023,200283,248317,7312548,1415883,14562728,14394792,1452574,3324576,2785672,14562728,2726528,16776268,660600,1062934,660600,890396,2667879,271032,2785672,952496,1062934,16776268,263570,2254978,1062936,2773384,1190192,1415883,200283,292920,76234,200283,16776268,317364,2682023,660600
21/Oct/2021:14:48:25,309197,1415883,2785672,292920,1062936,2577553,14562728,2682023,2682023,271032,2381102,200283,1062934,2682023,1415883,14562728,292920,317364,2381102,2254978,288824,292920,131136,237792,308796,559865,200283,1415883,292920,952496,2721640,248317,14394792,660600,310672,389152,952496,2785672,1190192,14562728,1062936,1062934,2577553,281102,952496,389152,292920,2634516,1062936,1401072
21/Oct/2021:14:48:30,952496,200283,1693848,498008,14562728,1426908,1062936,1415883,292920,660600,3324576,14562728,1415883,1190192,1190192,14562728,256144,1415883,1190192,271032,14562728,1062936,2785672,660600,200283,710484,1190192,292920,1062936,609438,1401072,405286,1190192,890396,2687360,1401072,76234,1192640,200283,248317,14394792,2682023,2381102,2785672,1062934,200283,405286,1062936,2682023,310672
21/Oct/2021:14:48:35,1415883,2773384,1190192,145032,1192640,1415883,2667879,1062936,2612585,952496,16776268,1062934,271032,2667879,2682023,256144,292920,1426908,2785672,952496,76234,248317,248317,308796,2785672,281102,76234,1062936,2667879,2667879,1415883,2682023,2255636,952496,1192640,2254978,952496,2725736,1062936,710484,1415883,952496,2682023,2667879,890396,1190192,76234,310672,2785672,310672
21/Oct/2021:14:48:40,2773384,1062934,1062936,14562728,952496,308796,660600,2682023,200283,1062934,272406,1415883,200283,952496,559865,1415883,2667879,248317,292920,200283,237792,952496,1192640,3324576,6651748,1062936,9791316,317364,3324576,1457456,876752,1062936,200283,308796,292920,16776268,281102,1415883,1062936,248317,309197,2255636,1415883,1427292,952496,76234,1190192,1062936,200283,1415883
21/Oct/2021:14:48:45,16776268,207000,76234,1426908,14562728,559865,271032,200283,498008,1415883,952496,1190192,1457456,1415883,2254978,309197,317364,876752,131136,1426908,2634516,2785672,1062936,131136,3324576,14562728,952496,14562728,1190192,308796,2785672,2667879,1192640,2682023,1062936,1062936,2682023,2255636,200283,405286,1426908,2682023,1062934,145032,1062936,2739220,2682023,237792,2682023,1062934
21/Oct/2021:14:48:50,2612585,1062934,14394792,309197,2667879,200283,1415883,2682023,1415883,876752,1190192,405286,660600,2682023,559865,292920,1062934,890396,952496,1457456,2682023,405286,2682023,292920,14394792,292920,1893172,2667879,2254978,2255636,2667879,1415883,200283,237792,2612585,2773384,2602039,2682023,1062936,248317,405286,200283,70993,200283,405286,1415883,131136,292920,3324576,200283
21/Oct/2021:14:48:55,200283,200283,3324576,16776268,281102,2682023,7095292,1401072,16776268,2381102,2682023,1062936,3324576,1062934,131136,76234,2785672,660600,890396,292920,200283,1415883,1194288,14562728,200283,2785672,1415883,2725736,3324576,1457456,248317,145032,2381102,131136,16776268,652408,2682023,2667879,131136,350044,2682023,237792,3324576,292920,890396,2254978,16776268,2667879,1523088,2785672
21/Oct/2021:14:49:00,3324576,200283,200283,660600,3324576,2254978,14562728,131136,2667879,2254978,1062934,200283,1062936,292920,16776268,1062936,14562728,2682023,1062934,2128076,1415883,310604,2255636,952496,2785672,1062936,2254978,292920,2785672,405286,4348208,3324576,70667,2667879,309197,14562728,2381102,1062936,389152,70993,118214,14562728,660600,1062934,200283,652408,3324576,2682023,14562728,1062936
21/Oct/2021:14:49:05,2254978,308796,308796,652408,876752,876752,1062934,1192640,1062934,1062936,200283,24639721,2785672,1415883,3324576,2682023,2612585,2381102,2667879,952496,131136,309197,890396,4780776,1415883,1062936,200283,317364,3324576,1062936,200283,317364,14394792,1062936,505568,16776268,2682023,16776268,2682023,2682023,405286,497376,248317,14562728,310592,2682023,2682023,14562728,248317,1415883
21/Oct/2021:14:49:10,1062936,1401072,2381102,2682023,2785672,1461640,350044,1062934,2634516,271032,876752,207000,292920,1673368,2667879,2682023,952496,1415883,1415883,2773384,1426908,1457456,3324576,2255636,207000,1190192,200283,200283,14562728,2682023,1062936,405286,1415883,14562728,200283,952496,308796,1062936,1062936,2682023,207000,890396,1062936,660600,200283,2725736,3324576,1457456,1401072,1415883
21/Oct/2021:14:49:15,308796,292920,310672,2785672,1062934,1415883,292920,2682023,1062936,1190192,264248,1426908,1426908,292920,1415883,248317,1190192,2682023,200283,1854774,200283,952496,237792,292920,200283,1062936,1062936,76234,200283,1062936,1604653,2682023,2773384,3324576,1415883,292920,200283,1062936,660600,16776268,200283,1415883,660600,389152,16776268,2682023,1190192,660600,7095292,1062936
21/Oct/2021:14:49:20,2667879,1062936,1190192,200283,76234,389152,292920,200283,1426908,3324576,16776268,1062934,2667879,1190192,14562728,131136,1415883,16776268,263570,248317,2785672,2682023,292920,310129,14562728,660600,292920,310672,1062934,16776268,876752,237792,14562728,1190192,890396,2785672,2682023,1190192,2785672,1415883,200283,2785672,1415883,263570,2682023,1190192,1062936,2682023,2682023,2682023
21/Oct/2021:14:49:25,14562728,2254978,2785672,1415883,1062934,952496,1190192,389152,876752,1062934,1190192,1062936,1192640,309197,271032,1457456,200283,1062934,271032,2682023,14562728,952496,952496,505568,2667879,389152,2682023,1192640,389152,2381102,308796,2255636,350044,2682023,1062936,1415883,405286,1190192,1062936,1062934,710484,292920,1426908,263570,2381102,200283,1427292,2682023,1062934,2951664
21/Oct/2021:14:49:30,200283,2667879,308796,1415883,2682023,2682023,309197,1062936,1062936,124552,559865,1062934,1062934,16776268,1062934,14394792,14562728,292920,952496,14562728,2785672,1062936,310672,16776268,1190192,309197,1062936,14562728,1062936,200283,1062934,292920,952496,2682023,1415883,3324576,14562728,76234,200283,2255636,310672,2682023,2667879,660600,652408,317364,652408,308796,6933273,3324576
21/Oct/2021:14:49:35,660600,200283,1415883,2682023,2381102,1415883,14562728,237792,1190192,317364,1401072,1062934,2638208,1062936,14562728,2667879,2682023,1415883,2667879,14562728,131136,1062936,14562728,660600,1415883,2682023,2682023,1457456,876752,2682023,310672,2687360,1426908,1415883,2682023,3324576,2682023,1457456,281102,660600,710484,1062934,2682023,292920,1523088,3324576,14562728,263570,1457456,1062934
21/Oct/2021:14:49:40,1415883,200283,2667879,14562728,292920,16776268,2785672,405286,263570,14394792,1062936,2785672,309197,292920,2381102,165734,1062936,14562728,2682023,1062934,76234,263570,1415883,3324576,405286,200283,2381102,952496,1062934,6354616,308796,2381102,1062934,3324576,207000,2785672,2667879,237792,14562728,1401072,1190192,1062936,16776268,2785672,2951664,200283,1062934,1190192,1062936,308796
21/Oct/2021:14:49:45,310672,2682023,310672,2785672,2574478,200283,1415883,1415883,2730624,660600,200283,3324576,405286,1062934,1190192,2254978,237792,1062936,2682023,207000,16776268,1062936,200283,1062936,3324576,1426908,4780776,1190192,14562728,200283,2682023,1062936,271032,2682023,1062936,2612585,1192640,660600,1062936,2682023,2255636,1062934,652408,2498294,1062936,2667879,292920,200283,952496,292920
21/Oct/2021:14:49:50,2682023,14562728,309197,16776268,317364,952496,2667879,1426908,1062936,200283,3324576,2682023,1415883,200283,1062936,200283,1190192,292920,2682023,3324576,1062936,248317,660600,405286,271032,2667879,2667879,505568,207000,1194288,308796,1062934,200283,263570,2667879,1415883,876752,263570,1415883,200283,3324576,310672,2682023,14562728,1062934,2785672,237792,2254978,200283,292920
21/Oct/2021:14:49:55,14562728,14562728,108252,1190192,389152,2682023,1426908,292920,2785672,16776268,952496,1190192,200283,1062934,660600,2667879,2667879,1062936,2634516,200283,1523088,76234,2785672,1427292,200283,14562728,14562728,1401072,76234,2254978,559865,248317,2667879,1415883,389152,317364,652408,292920,3324576,2254978,2682023,200283,200283,952496,952496,1192640,660600,2785672,292920,1457456
21/Oct/2021:14:50:00,1401072,1415883,14562728,1190192,1415883,2634516,1062934,200283,292920,200283,1190192,652408,660600,1062934,14562728,2667879,1062934,292920,952496,660600,1062934,292920,1426908,2667879,1514896,1190192,131136,14394792,3625726,952496,876752,876752,1062934,373028,1190192,2612585,660600,652408,200283,660600,1062934,2785672,660600,660600,263570,2255636,200283,1415883,2725736,145032
21/Oct/2021:14:50:05,211517,1190192,1415883,263570,769389,14562728,317364,2634516,1192640,652408,292920,952496,405286,1190192,1415883,2682023,200283,1415883,2773384,1192640,2254978,1457456,1190192,1415883,1062934,1190192,1062936,207000,952496,559865,248317,769389,14562728,237792,200283,1062934,2785672,310672,237792,952496,310672,876752,2773384,660600,1190192,2667879,952496,1457456,1062936,2634516
21/Oct/2021:14:50:10,131136,292920,14562728,308796,1401072,1062936,4348208,1062934,1415883,14562728,14562728,2682023,1190192,309197,108252,237792,3324576,2255636,1192640,1190192,1062936,14562728,1415883,2682023,16776268,2667879,1062936,248317,308796,2785672,1062934,1461640,1401072,207000,1062934,1062934,389152,1426908,248317,559865,248317,2773384,281102,16776268,2682023,890396,200283,2682023,2682023,2254978
21/Oct/2021:14:50:15,1426908,3324576,952496,2254978,1062936,2682023,1415883,373028,200283,309197,2667879,389152,131136,308796,76234,2785672,2682023,2682023,1062936,559865,1190192,76234,207000,1062934,200283,1427292,1457456,498008,1190192,1062936,2381102,2682023,281102,1415883,2381102,2682023,652408,200283,3324576,3324576,1190192,1457456,308796,952496,1062934,309197,2667879,405286,200283,856160
21/Oct/2021:14:50:20,1062934,16776268,317364,1426908,2634516,292920,308796,2381102,1415883,1415883,317364,1190192,3324576,1415883,2667879,1062934,292920,1415883,113335,1415883,952496,207000,1062934,1415883,1062936,952496,1062934,660600,660600,1062934,2785672,1457456,14562728,405286,1062934,876752,292920,1192640,2381102,113322,952496,200283,237792,1775772,1426908,2254978,2682023,118214,200283,2634516
21/Oct/2021:14:50:25,263570,2682023,10766164,2381102,1062936,1192640,2785672,1062936,309197,200283,405286,405286,2739220,308796,1062934,652408,559865,1190192,200283,1854774,2612585,2682023,952496,1190192,2682023,1190192,258707,200283,890396,3324576,1062934,200283,2254978,3324576,2739220,660600,2255636,660600,2785672,405286,1062936,200283,263570,660600,3324576,271032,660600,1062934,1062934,207000
21/Oct/2021:14:50:30,271032,1415883,660600,1415883,710484,317364,1062936,200283,1062936,2682023,660600,1062936,2634516,145032,1062936,2682023,2667879,1192640,2667879,660600,652408,890396,1062934,2667879,405286,1190192,16776268,2682023,200283,389152,2682023,1062934,3352272,710484,2667879,1062936,952496,2255636,2667879,271032,1062936,952496,292920,2785672,2682023,292920,1426908,281102,389152,2785672
21/Oct/2021:14:50:35,1415883,2634516,2682023,3324576,2667879,2682023,1062936,248317,559865,1415883,200283,1190192,1062936,200283,2785672,1062936,200283,248317,1523088,200283,660600,1062936,2667879,876752,2682023,952496,2773384,2254978,3324576,3324576,76234,131136,1401072,2682023,952496,200283,2682023,1062936,2638208,1062936,292920,952496,1401072,1415883,1062934,1415883,2682023,200283,660600,952496
21/Oct/2021:14:50:40,1415883,559865,14562728,1190192,2682023,16776268,2785672,2682023,660600,3324576,14562728,14562728,405286,292920,14562728,2682023,1062936,3324576,652408,1190192,271032,2725736,131136,200283,1190192,2682023,16388799,14562728,1062936,1457456,1062934,1062936,2667879,1415883,14394792,292920,2682023,131136,2682023,3324576,200283,652408,263570,952496,1190192,1062936,237792,498008,1457456,292920
21/Oct/2021:14:50:45,2381102,292920,609438,2634516,498008,2721640,2682023,1190192,1415883,200283,952496,2785672,1062936,952496,1415883,140936,2634516,309197,310672,2773384,248317,1062936,1426908,2612585,1457456,2682023,2785672,1062934,1190192,14562728,1062936,498008,1893172,652408,1190192,271032,200283,16776268,2682023,1401072,2769288,317364,200283,145032,1062936,1190192,200283,795376,1415883,405286
21/Oct/2021:14:50:50,2255636,263570,890396,200283,660600,2682023,1426908,3324576,14562728,952496,2682023,14394792,10075593,200283,1415883,1426908,2682023,498008,952496,373028,2667879,1190192,14562728,308796,263570,2951664,1062936,309197,2682023,1415883,1062934,2785672,1062936,14394792,14562728,710484,1415883,1190192,200283,2785672,2255636,1062934,84231,2785672,317364,108252,2254978,2682023,1604653,2255636
21/Oct/2021:14:50:55,16776268,200283,2381102,2682023,660600,200283,2682023,1190192,3324576,2682023,14562728,16776268,14562728,292920,3324576,2682023,2667879,1192640,1426908,2785672,2785672,200283,2682023,1062936,2785672,876752,952496,14394792,2255636,309197,1457456,2682023,1192640,1062936,200283,1415883,200283,1426908,2255636,3324576,2682023,1192640,2773384,200283,200283,660600,1062936,1452574,2255636,14562728
21/Oct/2021:14:51:00,131136,200283,1062934,1062936,1427292,3324576,2682023,1062936,207000,3324576,1427292,1062936,660600,2667879,1415883,2682023,248317,1062936,2667879,2951664,660600,952496,2667879,1062936,405286,271032,309197,70667,1062936,2667879,660600,200283,2773384,952496,200283,2730624,2682023,16776268,876752,309197,14562728,797176,1062934,876752,2682023,2682023,1062934,14562728,2667879,1190192
21/Oct/2021:14:51:05,14562728,4392320,2254978,1062934,1334746,2682023,2254978,389152,505568,2785672,1062934,1523088,350044,2785672,200283,1062936,2725736,1190192,1457456,797176,1062934,1062934,292920,1062934,1062934,237792,263570,2667879,876752,2682023,952496,952496,1190192,2682023,2682023,1062934,1062934,310672,3324576,207000,2785672,200283,2682023,2682023,652408,1426908,660600,498008,76234,12538456
21/Oct/2021:14:51:10,1062936,309197,1401072,890396,308796,1062936,200283,2785672,1062936,2785672,1190192,14562728,2667879,2951664,2254978,2785672,2725736,200283,952496,2785672,952496,1190192,237792,1518992,200283,271032,952496,4780776,292920,1415883,4780776,2785672,660600,1062936,2612585,1415308,310672,1190192,660600,14562728,271032,2785672,292920,264248,292920,1415883,405286,1062934,1062936,1062934
21/Oct/2021:14:51:15,2785672,292920,1062934,1062936,14562728,1062934,1062936,263570,237792,1415883,1062934,292920,14562728,952496,248317,263570,1062936,200283,1062934,1415883,310672,1426908,14562728,2682023,2682023,14394792,16776268,2667879,3324576,4780776,248317,263570,2773384,200283,200283,1192640,1062936,14562728,2254978,389152,292920,317364,2773384,660600,2667879,76234,1062936,308796,389152,207000
21/Oct/2021:14:51:20,876752,1062936,405286,498008,2682023,2730624,3324576,1415883,1062936,2682023,252001,1415883,4392320,3324576,652408,2785672,131136,2667879,14562728,200283,2667879,14394792,248317,2682023,2682023,2785672,14562728,2788372,2725736,309197,2682023,1062936,2785672,310672,131136,2634516,952496,200283,2682023,308796,1190192,1415883,890396,14562728,1415883,292920,2785672,207000,2785672,660600
21/Oct/2021:14:51:25,76234,2682023,14562728,200283,2667879,1426908,1062934,200283,952496,2682023,200283,237792,2682023,2785672,310672,2951664,200283,3324576,248317,263570,2682023,2254978,1192640,952496,292920,317364,405286,710484,876752,350044,2254978,952496,292920,2951664,14562728,1415883,3324576,1415883,308796,405286,237792,1062934,952496,1062936,1426908,1415883,2381102,876752,248317,2773384
21/Oct/2021:14:51:30,952496,1415883,1415883,2785672,2682023,952496,876752,2612585,248317,309197,2785672,3324576,1062934,3324576,952496,200283,248317,1062934,2667879,660600,1062936,952496,292920,1190192,952496,200283,1062934,1401072,1426908,1062934,1192640,1062936,16776268,14562728,2381102,1062936,271032,2255636,405286,952496,890396,16776268,207000,2682023,2682023,1062934,248317,2785672,1401072,1062936
