device_name,bandwidth
bc71cfba496d4a62af3d232dc198c7ba,1572864000
139c9ba996fd42d88423b356605706c7,871245736
195c3f165de741fab5b5d97123549b3e,2097152000
3d423c10ff41450ebf12e0fa241f3d96,1048576000
6fc9178ac3024231beeac6b001a4f7d3,3145728000
d3588f0837154ed3aad1c1bcdac452c0,3145728000
3c0aa25a582542a7a3fa9fe77113ea95,3145728000
73e2be127b504ba190efede1aa078205,3145728000
f320113ef6fa440c95a07bd505cf6f90,104857600
4e51915aaa6844ca8b6d4a48c066449e,3145728000
80296ead04db4ea1a86635c657b2749a,1048576000
d87e4d5a19304e7bbeea6863af4f6e48,104857600
c9bda2fe5396493fb41c128137041263,2411724800
bb031ff3a2244e1daa46d51abf5ff74f,158913790
80e1d459b9da439294e0d929d176ad60,1572864000
2b9c270cc8c94a5487333d83d3a3584e,2097152000
9ef220e129d4461095bff5fde4311d56,1048576000
4aa9102e0f01451983e14e05aa018151,1048576000
b6440c8147bd471a86e5540ca7f999fd,2097152000
b33e3ffed7284849a433b2bf5b1edab3,3460669899
20614fd6130941efaa3046e158e26927,2829773584
66b25787a5714bb2a20f0a64c8a95cad,2317352960
1a4d73eb6bbc483e931bbd93373d0d51,3113851290
cc875360ba274a3d9619fc1aaf4dcda3,2097152000
288dc066b9e14a8db0a091637fe20548,9437184000
1491c8c012b34ee3b5d83fb83c6c06cb,1010391056
badeae36b54e4d7dbae3f1a75d513d8f,1048576000
548e508f139e47cfb14254548f9be935,314572800
f3c3250025dd4091af66cea06c63e372,2097152000
eb8a868b36fd41758214292f3e91036c,3145728000
efeb7c460bfa4cd8ba5d53e5db9e3ab0,2097152000
d73f5597424742758a13f251d868eb4b,314572800
bffa29902cc742a3aa1904b4eb253938,1048576000
679fff0dc16d47e8b01270da2704dfa7,2097152000
216766e4f483488e908c5a148fbcfc27,1048576000
6d5a37088fa14f6f93a36138ee13773e,2097152000
73bd7fcc541f4a7790618ddad04c4d0b,2097152000
5a5a8ca2861f43c293d7cea7255af10a,2097152000
c385b6c61e544a2e8cf86c1e90f9d50e,62914560
07778197dbb94014993bc7668e938d2c,524288000
e49bbed7342d45f7b952c84279e3f334,1048576000
8e223dac4dd3467c8ba685265da44d44,1048576000
9d21cb803b204205a54f22c3546333e0,104857600
bd2be6581a474647964c7f7248e4c576,3145728000
cb1e14169800420ea027767e0a70e32c,1048576000
188dd5062356413b9af0ca9028987993,4089446400
d6ed85dc703b46d2b1296b99de18bb60,838860800
8655c1a8f9e146e9a1189be9cd829d06,838860800
fb1fc302729a4240a84c42b4fe8a99fd,838860800
c275d0fd569343c79170346f82a9fe6f,1048576000
2c67b151b61c4f55bfa8e811b9834a90,838860800
d1370d7659294691ab1d4ffa8f7df022,838860800
3a13b06de4cf40c8a00c07a47d11931e,209715200
be267525ab384e6290bd2973530535f0,1073741824
0865d28347244ef68a715f2fade144c0,3983558960
329fbc9e31f74c61a9525b8b74a2a8b4,2468347904
655966b1f95d46d4bc59020cad190d4d,1685774664
270c2f62864944c4adbf72d2bfd1f5f2,1300696712
14c300f49bbd4f8095a30a9a582d1a93,1048576000
4a8eaf0d9dd242ecb3778140d27084b5,3145728000
8bbb7059ddec4ba79de5d6cc0e852648,31457280
100bba8d20e8474db506d7d7d870147d,10485760000
eb6c952a98b3477f9857e2208e4bf572,1048576000
c095f5b4d89941269bdef8adf07a2807,1048576000
2ab9ab57d0934bf6a9178e05468a288b,1048576000
df8ee7b1605245b693d51b1aea0371c9,943718400
c2f7bd7ea6384561b5d18719a266f5e1,2097152000
7b2caa29b68f4e4a8b7031f500b6464a,1009317315
8a2772c32b254034a78a57a1fa2c7b8d,1048576000
3798e8fab3cb43e49152b90dfe08c229,1048576000
0601abbd074e4952b3401da63d59576b,3145728000
4e94fb4b3ef041379b48f501b2de53d3,1048576000
91a88ef94b0e4cbf97a648d6e40d78d8,5242880000
a1f28bb2339b4a6097ea5e837026168b,1048576000
65baad06e563445b9077c6449c17fddd,1048576000
a29ebc44a1fd452ba43efde47d13900d,1363148800
40599b58743540fb9174e21d80ddee7b,4194304000
c8e16db92e554ba3841cb3f5c3f5ef1b,31457280
f7792dbeefa94a42abe1b963febd85b1,1509949440000
8c2861ba6fb44178bb7948c5c042a319,10485760000
153fd919a265492492be290c6ebea54d,511101108
519ef700373e4c01883ae94cc79cda31,1027604480
d52bf659f58b458d96a0bdb3054cff9e,524288000
1cb742812dd94a89bffe76da1e536411,1258291200
97606dec7b9c4dadad57de1613fb37ea,1048576000
9e6210241fc44155b890af5a6188baa8,975175680
20bea2cef246481483e0df4b2f80b1ca,10485760000
186974076b614e2b97215cc94641a5d3,5368709120
1851d7af44344f2ea1d7c3ee9a8e0c66,287762809
910d56adbbe74ea5a9305de05bcfe102,2097152000
48c039fe288b49f18fbb4640fa7b2973,3221225472
00e1d7d0c58245e9ad2c030c6c549795,1009317315
4ae96bcea87a48db93bf0df0738666a8,4194304000
ed2cabe279804132943f091ea042d443,1073741824
849c5e4077ce4eeb9897b83fc014ffa9,41943040000
033e14d732984b75a7bc4ae41bf5ee0b,1009317315
064d1cb483a24262afd18d3a7a170dd3,1073741824
de2c00efb81142f3814118dc9b7d78ed,2097152000
dd2565df64c341989ddac9ce11ae5eee,1048576000
ad323b64f04f4de68cc8037c48fed779,4194304000
d659881a5d654bc5b7ede1687c87a2f3,4194304000
f5ac21ff3af04655920cffaa03161105,4194304000
57bb9be64c5844dfa8402f9bd7e69ded,4194304000
f9ac72a00c3f47b4bd0d23ec2376bf5a,1073741824
4881f1fb46d34f88b7d2f056cbbe1734,1009317315
862e1224c04c4816bed87256ed00fbea,1102732853
4c3d9326149f4db9b8f5c801691d9cd9,1048576000
0aec327a697c4120bf09da6639695091,1048576000
3dd1e9c9742742109679439385a8d877,1048576000
da8d08e0487543e896bb88349ea2ff50,1048576000
dd23475074534bed981068aa0fca2122,1009317315
ba9fd35422e2482f816cab01ffadf222,1048576000
5d6799f530e84af7a9ce2310a71fb24e,1258291200
74ecfece38b44f09b7d005cd67a6c6a1,2097152000
2acf628766fc467494ae08a59e49e819,41943040000
318f5076f79046159d4ffdb2edfd65c6,2621440000
e6ee105857c346afa5c4c23a577565c8,2097152000
00a8e0b128d14337beb02365c5ceb30e,1020054733
59083e8d890947a1b05742a4f2c1af7e,1073741824
21b2561249d14b6897b8075ac09541d3,10485760000
0405d7e4643646f48f830e5899536589,10485760000
900a36bd211c461b9709e3fc9c24d49c,2684354560
08c50a4283c54e91b588f87493209687,4194304000
bff1ef46cfdf40bab0be7dd5e44277c4,41943040000
869bd0ab9a1443f4b4ab27e4248c0edb,2684354560
4070a5d712924a8d97d0b20376d70d8f,2684354560
0726da1a92ad514b896b7b5d84d14eb1,1048576000
029b11d7f34b41869ee06028f8c93063,10485760000
52be50ce713046afad71282fa7919fca,1572864000
f948217f5c5c495e9bb31d99ff832132,41943040000
